key,description,weight,predicted_weight,absolute_error,weighed_absolute_error,url
xjvrtk,tronc de brocolis cru,60.0,40,20.0,0.15989340439706862,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/bc9c353c-4fd3-41d7-b5ab-cc73e9587d47
wrah5h,flocons d'avoine,40.0,60,20.0,0.10659560293137908,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c34091b7-c42f-4e93-ae39-bb28aa3b7819
xjvrtk,sardine à la tomate,80.0,60,20.0,0.21319120586275817,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/12babb66-d6e5-4c11-afc5-25290865b2a5
p96w4a,jus de pommes,130.0,150,20.0,0.346435709526982,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/45298d29-08de-4024-b894-1aad62531254
xjvrtk,carotte,100.0,80,20.0,0.2664890073284477,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1fa390c1-9169-42c0-abbd-3aa6e1a5c90b
p96w4a,mozarella,80.0,60,20.0,0.21319120586275817,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fab584a3-42d9-4217-a493-ec0d71878e56
p8a2w5,lait dans café,231.0,250,19.0,0.5848101265822785,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/4a490097-e5f7-42a3-8928-9bdd835d4d17
p8a2w5,céréales,78.0,60,18.0,0.18707528314457028,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ac28838e-2a46-49a2-98c8-d5c99aed7da4
p96w4a,gruyère,7.0,25,18.0,0.016788807461692205,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1d959fbd-77c5-41db-818a-806ffb0e2752
p96w4a,café au lait,232.0,250,18.0,0.5564290473017988,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/6c6322fb-0b69-44bf-a2d9-5b4eb8f1a043
p96w4a,maïs,23.0,40,17.0,0.05209860093271153,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7
2ahgvr,sauce andalouse,6.0,20,14.0,0.011192538307794804,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a
p96w4a,cake maison,77.0,90,13.0,0.13337774816788808,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/eb2c9033-9784-4cf3-8cf9-159f8bfefd19
p8a2w5,pain provencales,12.0,25,13.0,0.02078614257161892,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/ae0562ae-9c02-43e0-86e6-4a403128587b
ppf8hc,compote de pomme,103.0,90,13.0,0.17841439040639573,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e8b225c0-ce21-4bb4-8fe3-bd745d08045b
wrah5h,pomme,138.0,150,12.0,0.22065289806795468,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/6b584efc-e8bb-46a4-8a19-5e1cc53e7527
wrah5h,pâte à tartiner au chocolat,8.0,20,12.0,0.01279147235176549,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/d73cd6ee-bf84-428a-a927-a802d8037218
wrah5h,fromage râpé,14.0,25,11.0,0.020519653564290474,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/df169d57-7daa-4fa4-b2f7-33365a99af37
p96w4a,sauce,41.0,30,11.0,0.06009327115256496,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/f57e0ec8-3670-4090-ba32-233b99bdb475
p8a2w5,houmous,51.0,40,11.0,0.07475016655562958,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/c03e9bce-c9d5-45d6-ae2b-3e5d25ff8129
wrah5h,pépites de chocolat,9.0,20,11.0,0.013191205862758161,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/c0fb0561-9aaf-42ef-b18e-2677b0c8f7d7
xjvrtk,vinaigre balsamique,20.0,10,10.0,0.02664890073284477,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/ce668b40-a61f-4ac1-abfd-a150071ddd76
ppf8hc,filet de canard,80.0,90,10.0,0.10659560293137908,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/7e81c5ce-4e03-49fb-93d4-0aca33571c65
p96w4a,carotte,30.0,40,10.0,0.039973351099267154,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/fab584a3-42d9-4217-a493-ec0d71878e56
p8a2w5,salade verte,15.0,25,10.0,0.019986675549633577,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/23ebd489-c573-4734-9acd-0247f0943fa5
xjvrtk,salade,30.0,40,10.0,0.039973351099267154,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/f490015b-1246-4f64-b1f7-b1f486e3fe67
8japfq,oeuf au plat,50.0,60,10.0,0.06662225183211193,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/b6659a8f-25e7-44f7-a351-7873f60f1586
6fwmw2,jus de citron,20.0,10,10.0,0.02664890073284477,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/f8cf7e83-ab09-4d49-823b-72e247e390f4
wrah5h,olives,16.0,25,9.0,0.019187208527648235,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/fcf4b7f7-6426-46b7-94d2-af87390ce037
ppf8hc,gressins sésame,21.0,30,9.0,0.02518321119253831,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bfd79fcd-95ad-4e79-86c2-b3ea477a9d81
ppf8hc,comcombre,33.0,40,7.0,0.030779480346435708,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2d798449-e3c7-4b6e-9f74-d788f51b5ce7
wrah5h,myrtilles,24.0,30,6.0,0.019187208527648235,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/2e7b02f3-969a-4269-bf8a-ee2710c121bc
p96w4a,tartine mélasse + beurre,39.0,45,6.0,0.031179213857428383,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/c9db26cc-13d6-4355-97a6-2355ea46cf42
xjvrtk,fromage pâte dure,20.0,25,5.0,0.013324450366422385,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/42d05c13-cf2c-433e-a2d3-78a67d41cf05
8japfq,pain aux noix,45.0,40,5.0,0.029980013324450366,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0bd218b2-a4c6-4605-8737-2055d3040f25
p96w4a,beurre,5.0,10,5.0,0.0033311125916055963,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/b0979eb7-5126-4d9e-9058-64093ecde7e0
6fwmw2,semoule,116.0,120,4.0,0.06182544970019987,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0
p8a2w5,légumes (oignon en botte et champignon),84.0,80,4.0,0.044770153231179215,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/afe7f5f8-85f4-4bf3-beff-1442e7dfbbe7
ppf8hc,parmesan,14.0,10,4.0,0.007461692205196536,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/2833b10a-52c7-409b-ad86-f6147c323f9e
ppf8hc,mayonnaise,11.0,15,4.0,0.0058627581612258495,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/5dfa5302-a2e6-4c74-94fd-8e014ec012bc
p96w4a,pêche,27.0,30,3.0,0.010792804796802133,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/4e021399-8a90-44fe-b06c-0955cd2280f7
p96w4a,asperges,73.0,70,3.0,0.029180546302465023,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/0513b8db-8592-4ef7-aacf-c117d4030b25
xjvrtk,huile de lin,8.0,5,3.0,0.0031978680879413725,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/d8aaea52-09df-4596-892c-0d03f5b6b9cd
ppf8hc,gruyère,27.0,25,2.0,0.007195203197868088,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/bf22a1b3-a8b6-4823-a44b-0893c3097763
wrah5h,tomate,52.0,50,2.0,0.01385742838107928,https://www.myfoodrepo.org/api/v1/subjects/wrah5h/dish_media/8c36c212-67bf-4a50-b2ec-e4b780749488
p96w4a,cacao,3.0,5,2.0,0.0007994670219853431,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/df716541-77d9-493f-a69b-8cf20719be25
ppf8hc,pâte à tartiner au chocolat,22.0,20,2.0,0.0058627581612258495,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/f697ce48-4742-4e58-a44b-67e563c6653a
xjvrtk,huile de lin,7.0,5,2.0,0.001865423051299134,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/59e31b5a-2c5c-48e7-b889-58ed408a3a0a
p96w4a,asperges en décoration,18.0,20,2.0,0.004796802131912059,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/9439079d-08f8-47d2-b42b-e67d1e2907f7
p8a2w5,chips,52.0,50,2.0,0.01385742838107928,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/68c48786-98a2-4f27-9007-24d28921d1b1
p8a2w5,mousse au chocolat,48.0,50,2.0,0.01279147235176549,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/3fefa20e-b790-4f47-8706-3fb833540eb5
p96w4a,huile d'olive,3.0,5,2.0,0.0007994670219853431,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/5ebafbd6-315d-44a6-8508-ba143d23adb2
ppf8hc,branches de chocolat au lait,24.0,25,1.0,0.0031978680879413725,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/13ca38ef-bc31-407e-af5e-6d61f4317367
p96w4a,confiture abricot,9.0,10,1.0,0.0011992005329780147,https://www.myfoodrepo.org/api/v1/subjects/p96w4a/dish_media/1be5e2de-f1fe-4789-baf2-13f24ce8ca0a
xjvrtk,tonic au gingembre,200.0,200,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/c70f93c3-23cc-4817-bbe9-93091771b273
ppf8hc,pâte à tartiner au chocolat,20.0,20,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/b3367551-bdba-49c7-bdbb-d616a8ab8b2c
ppf8hc,pâte à tartiner au chocolat,25.0,25,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/e91d6cd3-288e-4e1b-8f24-a92850e02b54
xjvrtk,oeuf dur,50.0,50,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/xjvrtk/dish_media/1e0291cb-b069-4a2b-9381-8db3239b367b
ppf8hc,noix de cajou,30.0,30,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/ppf8hc/dish_media/ab73a92d-e2b8-41ed-b24c-9a71a70e004a
p8a2w5,graines de sésame,3.0,3,0.0,0.0,https://www.myfoodrepo.org/api/v1/subjects/p8a2w5/dish_media/18685cd7-995e-4bd3-92cc-bbff2c7bcb42
